./training_dataset/pos-0001-0400-1.jpg 1 189 25 152 152
./training_dataset/pos-0001-0400-2.jpg 1 156 0 216 216
./training_dataset/pos-0001-0400-3.jpg 1 144 0 218 218
./training_dataset/pos-0001-0400-4.jpg 1 214 34 138 138
./training_dataset/pos-0001-0400-5.jpg 1 158 0 208 208
./training_dataset/pos-0001-0400-6.jpg 1 178 0 228 228
./training_dataset/pos-0001-0400-7.jpg 1 184 26 158 158
./training_dataset/pos-0001-0400-8.jpg 1 242 54 102 102
./training_dataset/pos-0001-0400-9.jpg 1 119 0 278 278
./training_dataset/pos-0001-0400-10.jpg 1 227 45 122 122
./training_dataset/pos-0001-0400-11.jpg 1 168 28 158 158
./training_dataset/pos-0001-0400-12.jpg 1 171 1 212 212
./training_dataset/pos-0001-0400-13.jpg 1 238 38 138 138
./training_dataset/pos-0001-0400-14.jpg 1 128 0 264 264
./training_dataset/pos-0001-0400-15.jpg 1 193 11 194 194
./training_dataset/pos-0001-0400-16.jpg 1 129 0 220 220
./training_dataset/pos-0001-0400-17.jpg 1 219 59 100 100
./training_dataset/pos-0001-0400-18.jpg 1 246 56 106 106
./training_dataset/pos-0001-0400-19.jpg 1 167 35 150 150
./training_dataset/pos-0001-0400-20.jpg 1 214 52 116 116
./training_dataset/pos-0001-0400-21.jpg 1 213 21 178 178
./training_dataset/pos-0001-0400-22.jpg 1 179 49 124 124
./training_dataset/pos-0001-0400-23.jpg 1 171 11 200 200
./training_dataset/pos-0001-0400-24.jpg 1 246 56 110 110
./training_dataset/pos-0001-0400-25.jpg 1 175 52 120 120
./training_dataset/pos-0001-0400-26.jpg 1 136 0 258 258
./training_dataset/pos-0001-0400-27.jpg 1 240 57 110 110
./training_dataset/pos-0001-0400-28.jpg 1 117 5 216 216
./training_dataset/pos-0001-0400-29.jpg 1 174 32 162 162
./training_dataset/pos-0001-0400-30.jpg 1 174 2 222 222
./training_dataset/pos-0001-0400-31.jpg 1 204 2 222 222
./training_dataset/pos-0001-0400-32.jpg 1 159 32 164 164
./training_dataset/pos-0001-0400-33.jpg 1 170 13 202 202
./training_dataset/pos-0001-0400-34.jpg 1 216 29 170 170
./training_dataset/pos-0001-0400-35.jpg 1 121 13 204 204
./training_dataset/pos-0001-0400-36.jpg 1 184 46 138 138
./training_dataset/pos-0001-0400-37.jpg 1 199 31 168 168
./training_dataset/pos-0001-0400-38.jpg 1 197 0 232 232
./training_dataset/pos-0001-0400-39.jpg 1 168 52 128 128
./training_dataset/pos-0001-0400-40.jpg 1 136 0 252 252
./training_dataset/pos-0001-0400-41.jpg 1 211 27 178 178
./training_dataset/pos-0001-0400-42.jpg 1 238 24 184 184
./training_dataset/pos-0001-0400-43.jpg 1 158 29 176 176
./training_dataset/pos-0001-0400-44.jpg 1 182 8 218 218
./training_dataset/pos-0001-0400-45.jpg 1 186 0 270 270
./training_dataset/pos-0001-0400-46.jpg 1 116 0 236 236
./training_dataset/pos-0001-0400-47.jpg 1 215 50 136 136
./training_dataset/pos-0001-0400-48.jpg 1 219 18 200 200
./training_dataset/pos-0001-0400-49.jpg 1 96 0 266 266
./training_dataset/pos-0001-0400-50.jpg 1 143 3 232 232
./training_dataset/pos-0001-0400-51.jpg 1 201 0 242 242
./training_dataset/pos-0001-0400-52.jpg 1 167 58 124 124
./training_dataset/pos-0001-0400-53.jpg 1 220 56 128 128
./training_dataset/pos-0001-0400-54.jpg 1 210 3 234 234
./training_dataset/pos-0001-0400-55.jpg 1 117 7 228 228
./training_dataset/pos-0001-0400-56.jpg 1 166 0 280 280
./training_dataset/pos-0001-0400-57.jpg 1 257 42 158 158
./training_dataset/pos-0001-0400-58.jpg 1 107 0 262 262
./training_dataset/pos-0001-0400-59.jpg 1 257 61 122 122
./training_dataset/pos-0001-0400-60.jpg 1 135 42 162 162
./training_dataset/pos-0001-0400-61.jpg 1 143 20 206 206
./training_dataset/pos-0001-0400-62.jpg 1 216 10 226 226
./training_dataset/pos-0001-0400-63.jpg 1 103 2 244 244
./training_dataset/pos-0001-0400-64.jpg 1 236 48 152 152
./training_dataset/pos-0001-0400-65.jpg 1 216 0 252 252
./training_dataset/pos-0001-0400-66.jpg 1 155 44 162 162
./training_dataset/pos-0001-0400-67.jpg 1 276 75 100 100
./training_dataset/pos-0001-0400-68.jpg 1 118 28 196 196
./training_dataset/pos-0001-0400-69.jpg 1 238 54 144 144
./training_dataset/pos-0001-0400-70.jpg 1 233 19 214 214
./training_dataset/pos-0001-0400-71.jpg 1 174 73 108 108
./training_dataset/pos-0001-0400-72.jpg 1 217 19 216 216
./training_dataset/pos-0001-0400-73.jpg 1 87 4 248 248
./training_dataset/pos-0001-0400-74.jpg 1 181 68 120 120
./training_dataset/pos-0001-0400-75.jpg 1 246 32 192 192
./training_dataset/pos-0001-0400-76.jpg 1 119 22 214 214
./training_dataset/pos-0001-0400-77.jpg 1 271 69 120 120
./training_dataset/pos-0001-0400-78.jpg 1 97 14 232 232
./training_dataset/pos-0001-0400-79.jpg 1 251 61 138 138
./training_dataset/pos-0001-0400-80.jpg 1 232 12 236 236
./training_dataset/pos-0001-0400-81.jpg 1 135 37 188 188
./training_dataset/pos-0001-0400-82.jpg 1 281 72 118 118
./training_dataset/pos-0001-0400-83.jpg 1 78 0 278 278
./training_dataset/pos-0001-0400-84.jpg 1 245 47 170 170
./training_dataset/pos-0001-0400-85.jpg 1 100 28 210 210
./training_dataset/pos-0001-0400-86.jpg 1 238 49 168 168
./training_dataset/pos-0001-0400-87.jpg 1 254 35 196 196
./training_dataset/pos-0001-0400-88.jpg 1 100 10 248 248
./training_dataset/pos-0001-0400-89.jpg 1 237 28 212 212
./training_dataset/pos-0001-0400-90.jpg 1 131 53 164 164
./training_dataset/pos-0001-0400-91.jpg 1 251 51 168 168
./training_dataset/pos-0001-0400-92.jpg 1 94 27 218 218
./training_dataset/pos-0001-0400-93.jpg 1 230 39 194 194
./training_dataset/pos-0001-0400-94.jpg 1 71 15 244 244
./training_dataset/pos-0001-0400-95.jpg 1 148 62 150 150
./training_dataset/pos-0001-0400-96.jpg 1 291 80 114 114
./training_dataset/pos-0001-0400-97.jpg 1 113 39 198 198
./training_dataset/pos-0001-0400-98.jpg 1 223 21 234 234
./training_dataset/pos-0001-0400-99.jpg 1 84 21 236 236
./training_dataset/pos-0001-0400-100.jpg 1 229 36 206 206
./training_dataset/pos-0001-0400-101.jpg 1 99 47 186 186
./training_dataset/pos-0001-0400-102.jpg 1 84 2 276 276
./training_dataset/pos-0001-0400-103.jpg 1 273 56 168 168
./training_dataset/pos-0001-0400-104.jpg 1 151 76 130 130
./training_dataset/pos-0001-0400-105.jpg 1 252 39 204 204
./training_dataset/pos-0001-0400-106.jpg 1 114 45 194 194
./training_dataset/pos-0001-0400-107.jpg 1 222 11 262 262
./training_dataset/pos-0001-0400-108.jpg 1 84 19 248 248
./training_dataset/pos-0001-0400-109.jpg 1 233 24 238 238
./training_dataset/pos-0001-0400-110.jpg 1 122 61 166 166
./training_dataset/pos-0001-0400-111.jpg 1 297 89 110 110
./training_dataset/pos-0001-0400-112.jpg 1 150 92 106 106
./training_dataset/pos-0001-0400-113.jpg 1 302 94 102 102
./training_dataset/pos-0001-0400-114.jpg 1 136 80 132 132
./training_dataset/pos-0001-0400-115.jpg 1 266 57 178 178
./training_dataset/pos-0001-0400-116.jpg 1 113 58 178 178
./training_dataset/pos-0001-0400-117.jpg 1 232 22 250 250
./training_dataset/pos-0001-0400-118.jpg 1 120 67 162 162
./training_dataset/pos-0001-0400-119.jpg 1 258 47 202 202
./training_dataset/pos-0001-0400-120.jpg 1 88 35 228 228
./training_dataset/pos-0001-0400-121.jpg 1 246 33 232 232
./training_dataset/pos-0001-0400-122.jpg 1 91 38 224 224
./training_dataset/pos-0001-0400-123.jpg 1 291 75 150 150
./training_dataset/pos-0001-0400-124.jpg 1 102 47 208 208
./training_dataset/pos-0001-0400-125.jpg 1 100 73 158 158
./training_dataset/pos-0001-0400-126.jpg 1 227 33 238 238
./training_dataset/pos-0001-0400-127.jpg 1 88 59 188 188
./training_dataset/pos-0001-0400-128.jpg 1 261 63 180 180
./training_dataset/pos-0001-0400-129.jpg 1 117 86 136 136
./training_dataset/pos-0001-0400-130.jpg 1 282 79 150 150
./training_dataset/pos-0001-0400-131.jpg 1 120 84 142 142
./training_dataset/pos-0001-0400-132.jpg 1 274 62 186 186
./training_dataset/pos-0001-0400-133.jpg 1 101 60 192 192
./training_dataset/pos-0001-0400-134.jpg 1 124 105 104 104
./training_dataset/pos-0001-0400-135.jpg 1 247 51 212 212
./training_dataset/pos-0001-0400-136.jpg 1 136 108 100 100
